champion,about,text,impact
Gragas,Drunken Rage,Mana restoration changed to 40 / 55 / 70 / 85 / 100 from 50 / 60 / 70 / 80 / 90.,1.0
Gragas,Explosive Cask,Cooldown increased to 90 / 75 / 60 from 60 at all ranks.,-1.0
Katarina,Bouncing Blade,Base damage increased to 60 / 95 / 130 / 165 / 200 from 20 / 40 / 60 / 80 / 100.,1.0
Katarina,Bouncing Blade,Now scales off of 80% bonus attack damage instead of 100% of total attack damage.,1.0
Katarina,Bouncing Blade,Now has a 0.35 ability power ratio.,1.0
Katarina,Death Lotus,Base damage decreased to 40 / 50 / 60 from 50 / 65 / 80.,1.0
Katarina,Death Lotus,Now scales off of both attack damage and ability power rather than one or the other.,1.0
Katarina,Death Lotus,Now hits the closest 3 targets rather than 3 random targets.,1.0
Katarina,Death Lotus,Cooldown reduced to 60 / 55 / 50 from 60 at all ranks.,-1.0
LeBlanc,Ethereal Chains,Snare duration increased to 1 / 1.3 / 1.6 / 1.9 / 2.2 seconds from 1 / 1.25 / 1.5 / 1.75 / 2.,1.0
LeBlanc,Mimic,Cooldown reduced to 40 / 32 / 24 from 40 / 35 / 30.,-1.0
Malphite,Seismic Shard,Slow and haste changed to 14 / 17 / 20 / 23 / 26% from 10 / 15 / 20 / 25 / 30%.,1.0
Malphite,Seismic Shard,Cast range reduced to 625 from 700.,1.0
Malphite,Ground Slam,Mana cost increased to 60 / 65 / 70 / 75 / 80 from 60 at all ranks.,-1.0
Malzahar,Null Zone,Health percentage to damage ratio increased to 5 / 6 / 7 / 8 / 9% from 4 / 5 / 6 / 7 / 8%.,1.0
Malzahar,Null Zone,No longer has a minimum damage dealt of 25 / 35 / 45 / 55 / 65 per second.,1.0
Malzahar,Summon Voidling,Now spawns after 4 casts instead of after 5.,-1.0
Mordekaiser,Mace of Spades,Now resets the attack timer when used.,1.0
Mordekaiser,Iron Man,Shield generation reduced to 20 / 25 / 30% of damage dealt with his abilities from 30%.,1.0
Mordekaiser,Iron Man,Shield decay per second increased to 5% from 3%.,-1.0
Nidalee,General,Fixed a bug where she would have lower base damage in cougar form than human form.,0.0
Olaf,Undertow,Now deals physical damage instead of magic damage.,1.0
Olaf,Vicious Strikes,Base damage changed to 10 / 17 / 24 / 31 / 38 from 12 / 18 / 24 / 30 / 36.,1.0
Olaf,Vicious Strikes,Health scaling changed to 0.5% at all ranks from 0.3 / 0.6 / 0.9 / 1.2 / 1.5%.,1.0
Olaf,Ragnarok,Flat damage reduction reduced to 20 / 30 / 40 from 25 / 45 / 65.,1.0
Pantheon,Spear Shot,Base damage reduced to 16 / 28 / 40 / 52 / 64 from 20 / 31 / 42 / 53 / 64.,1.0
Pantheon,Heartseeker Strike,Attack damage scaling reduced to 20 / 25 / 30 / 35 / 40% from 24 / 28 / 32 / 36 / 40%.,1.0
Poppy,Diplomatic Immunity,Fixed a bug where the particles didn't display for their full duration at ranks 2 and 3.,0.0
Poppy,Diplomatic Immunity,Fixed a bug where the tooltip didn't reflect the increase in duration when ranking up.,0.0
Poppy,Diplomatic Immunity,Fixed a bug where the leveling tooltip didn't reflect the increase in duration with higher ranks.,0.0
Swain,Carrion Renewal Rework,New passive: Restores Swain a flat amount of mana equal to 9 (+1 per level) after killing an enemy unit.,1.0
Swain,Carrion Renewal Rework,Old passive: Increases Swain's base mana regeneration by 300% by 5 seconds after killing an enemy unit.,1.0
Twitch,Spray and Pray,Now increases Twitch's attack damage by 15 / 25 / 35 instead of providing 30 / 45 / 60% Attack Speed.,1.0
Twitch,Spray and Pray,Now fires a maximum of 5 / 6 / 7 shots.,-1.0
Twitch,Spray and Pray,Duration increased to 12 seconds from 6.,1.0
Udyr,Tiger Stance,Now deals base damage of 40 / 80 / 120 / 160 / 200 from 0 at all ranks.,1.0
Udyr,Tiger Stance,Attack damage scaling reduced to 150% from all levels from 180 / 210 / 240 / 270 / 300% attack damage.,1.0
Udyr,Tiger Stance,Persistent effect no longer splits Udyr's attacks.,-1.0
Udyr,Tiger Stance,"Passive attack speed gain changed from 30 / 40 / 50 / 60 / 70% to 15 / 20 / 25 / 30 / 35%, but the bonus is now doubled for 5 seconds after activating Tiger Stance.",1.0
Udyr,Phoenix Stance,Base activation damage reduced to 10 / 18 / 26 / 34 / 42 from 15 / 25 / 35 / 45 / 55.,1.0
Udyr,Phoenix Stance,Base on hit damage increased to 50 / 90 / 130 / 170 / 210 from 40 / 80 / 120 / 160 / 200.,1.0
Urgot,,General,-2.0
Urgot,,Updated recommended items.,-2.0
Urgot,,Fixed a bug that was causing Urgot's auto-attack to have a slight delay when clicking a unit for the first time.,0.0
Urgot,Stats,Base attack damage reduced to 51.6 from 54.1.,1.0
Urgot,Stats,Attack damage per level increased to 3.6 from 3.1.,1.0
Urgot,Stats,Range increased to 425 from 400.,1.0
Urgot,Acid Hunter,Base damage reduced to 15 / 45 / 75 / 105 / 135 from 30 / 60 / 90 / 120 / 150.,1.0
Urgot,Acid Hunter,Attack damage scaling increased to 85% from 70%.,1.0
Urgot,Terror Capacitor,Base shield changed to 80 / 140 / 200 / 260 / 320 from 80 / 120 / 160 / 200 / 240.,1.0
Urgot,Noxian Corrosive Charge,Now deals physical damage instead of magic damage.,1.0
Urgot,Noxian Corrosive Charge,Damage changed to 75 / 130 / 185 / 240 / 295 (+0.6 per bonus attack damage) from 100 / 155 / 210 / 265 / 320 (+0.8 per ability power).,1.0
Urgot,Noxian Corrosive Charge,Now reduces 12 / 14 / 16 / 18 / 20% of the target's armor instead of 10 / 15 / 20 / 25 / 30 flat armor.,1.0
Trundle,Decompose (Innate),"Whenever an enemy unit near Trundle dies, he heals for a percentage of their maximum health.",1.0
Trundle,Rabid Bite (Q),"Trundle bites his opponent, dealing damage and sapping some of their attack damage.",1.0
Trundle,Contaminate (W),"Trundle infects a target location with his curse, gaining attack speed, movement speed, and crowd control reduction while on it.",1.0
Trundle,Pillar of Filth (E),"Trundle creates a plagued beacon at a target location, which becomes impassable terrain and slows all nearby enemy units.",1.0
Trundle,Agony (Ultimate),"Trundle immediately steals his target's health and a percentage of their armor and magic resistance. Over the next six seconds the amount of health, armor, and magic resistance stolen is doubled.",1.0
Akali,Shadow Dance,Fixed a bug where Shadow Dance could sometimes deal damage even if interrupted by a knockup / knockback.,0.0
Blitzcrank,General,Updated recommended items.,-2.0
Blitzcrank,Stats,Base attack speed increased to 0.625 from 0.596.,1.0
Blitzcrank,Overdrive,No longer has a movement speed reduction when it ends.,-1.0
Blitzcrank,Power Fist,Fixed a bug where it was not breaking spell shields.,0.0
Blitzcrank,Power Fist,Fixed a bug where it did not display the hit particle when it killed a unit.,0.0
Blitzcrank,Static Field,Fixed a bug where it did not display the hit particle when it killed a unit.,0.0
Corki,Stats,Base movement speed reduced to 300 from 310.,1.0
Corki,Phosphorus Bomb,No longer reveals stealthed units.,1.0
Corki,Gatling Gun,"Fixed a bug where it could hit unseen, non-champion stealthed targets like wards.",0.0
Corki,Gatling Gun,Fixed a bug where it was dealing too much damage.,0.0
Corki,Missile Barrage,Fixed a tooltip typo.,0.0
Galio,Resolute Smite,Ability power ratio increased to 0.75 from 0.7.,1.0
Galio,Righteous Gust,Ability power ratio reduced to 0.5 from 0.65.,1.0
Galio,Righteous Gust,Movement speed bonus increased to 20 / 25 / 30 / 35 / 40% from 20 / 24 / 28 / 32 / 36%.,1.0
Galio,Idol of Durand,Ability power ratio reduced to 0.6 from 0.8.,1.0
Galio,Idol of Durand,Damage percent increase on hit reduced to 5% from 10%.,1.0
Galio,Idol of Durand,Total damage cap reduced to 140% from 180%.,1.0
Janna,Tailwind,Now persists for her allies while Janna is dead.,1.0
Janna,Eye of the Storm,Duration reduced to 5 seconds from 10.,1.0
Janna,Monsoon,Heal per second reduced to 70 / 110 / 150 from 90 / 130 / 170.,1.0
Janna,Monsoon,Slow reduced to 30% from 40%.,1.0
Kayle,Righteous Fury,Kayle now counts as a ranged champion while active.,1.0
Kog'Maw,Stats,Base movement speed reduced to 305 from 310.,1.0
Malphite,Seismic Shard,Base damage reduced to 70 / 120 / 170 / 220 / 270 from 80 / 135 / 190 / 245 / 300.,1.0
Miss Fortune,Stats,Base movement speed reduced to 300 from 310.,1.0
Miss Fortune,Double Up,Base damage reduced to 25 / 60 / 95 / 130 / 165 from 35 / 70 / 120 / 140 / 175.,1.0
Morgana,Black Shield,Duration changed to 5 seconds at all levels from 4 / 5 / 6 / 7 / 8.,1.0
Morgana,Soul Shackles,Stun duration reduced to 1 / 1.5 / 2 seconds from 1.5 / 2 / 2.5.,1.0
Morgana,Soul Shackles,Ability power ratio reduced to 0.8 from 0.9.,1.0
Morgana,Soul Shackles,Cooldown increased to 120 seconds from 100 at all ranks.,-1.0
Nidalee,Pounce,No longer deals damage if her jump is interrupted by another movement effect.,1.0
Pantheon,Aegis Protection,Now shows a counter as you build up charges.,-2.0
Pantheon,Aegis Protection,The damage threshold required to trigger the  Aegis Protection now increases with Pantheon's level.,1.0
Pantheon,Spear Shot,Base damage reduced to 20 / 31 / 42 / 53 / 64 from 30 / 40 / 50 / 60 / 70.,1.0
Pantheon,Heartseeker Strike,Attack damage ratio increased to 28 / 31 / 34 / 37 / 40% from 18 / 22 / 26 / 30 / 34%.,1.0
Pantheon,Grand Skyfall,Mana cost reduced to 150 at all ranks from 150 / 250 / 350.,-1.0
Sona,Hymn of Valor,Base damage reduced to 60 / 110 / 160 / 210 / 260 from 70 / 120 / 170 / 220 / 270.,1.0
Sona,Hymn of Valor,Ability power ratio reduced to 0.5 from 0.6.,1.0
Sona,Aria of Perseverance,Healing reduced to 30 / 55 / 80 / 105 / 130 from 40 / 65 / 90 / 115 / 140.,1.0
Sona,Song of Celerity,Active movespeed reduced to 6 / 8 / 10 / 12 / 14% from 8 / 10 / 12 / 14 / 16%.,1.0
Tristana,Stats,Base movement speed reduced to 300 from 310.,1.0
Tristana,Rocket Jump,No longer deals damage and slows if the jump is interrupted by another movement effect.,1.0
Twisted Fate,Pick a Card,Fixed a bug where various 'modified attacks' were not firing while taunted or silenced.,0.0
Twitch,Stats,Base movespeed reduced to 305 from 310.,1.0
Twitch,Spray and Pray,Duration reduced to 6 seconds from 7.,1.0
Udyr,Bear Stance,Fixed a bug where various 'modified attacks' were not firing while taunted or silenced.,0.0
Veigar,General,Basic attack missile speed increased by 100.,1.0
Veigar,Equilibrium,Bonus mana regeneration increased to 0.75% per 1% mana missing from 0.5%.,1.0
Veigar,Baleful Strike,Missile speed increased by 100.,1.0
Vladimir,Hemoplague,Base damage reduced to 150 / 250 / 350 from 200 / 300 / 400.,1.0
Vladimir,Hemoplague,Ability power ratio reduced to 0.7 from 0.75.,1.0
Vladimir,Hemoplague,Damage amplification effect changed to 14% at all ranks from 10 / 14 / 18%.,1.0
Vladimir,Hemoplague,Cooldown increased to 150 / 135 / 120 seconds from 120.,-1.0
Vladimir,Tides of Blood,Fixed a bug where it was not providing Vladimir with enough increased regeneration and healing.,0.0
Vladimir,Tides of Blood,Fixed a bug where it did not deal full damage if Vladimir had 4 stacks before casting.,0.0
Warwick,Stats,Base attack speed reduced slightly.,1.0
Warwick,Eternal Thirst,Heal per stack increased to 6 / 12 / 18 from 5 / 10 / 15.,1.0
Warwick,Eternal Thirst,Maximum number of stacks reduced to 3 from 4.,1.0
Warwick,Eternal Thirst,Stack duration increased to 4 seconds from 3.,1.0
Xin Zhao,Audacious Charge,No longer deals damage and slows if Xin Zhao's dash is interrupted by another movement effect.,1.0
Irelia,Ionian Fervor (Innate),Each nearby enemy champion (to a maximum of three) reduces the effectiveness of crowd control on Irelia.,-2.0
Irelia,Bladesurge (Q),"Irelia dashes forward to strike her target. If it kills the target, Bladesurge's cooldown refreshes and half the mana cost is refunded.",-1.0
Irelia,Hiten Style (W),"Passive: Irelia is skilled in the art of Hiten, passively giving her physical attacks health restoration.",1.0
Irelia,Hiten Style (W),Active: Hiten Style adds true damage to her physical attacks for a short duration.,1.0
Irelia,Equilibrium Strike (E),"Irelia's attack balances the scales, dealing damage and slowing the target. However, if the target has a higher Health% than Irelia, then the blow stuns the target instead.",1.0
Irelia,Transcendent Blades (Ultimate),"Irelia summons four spirit blades which she can fling at her enemies. These blades deal magic damage to enemies that they pass through, siphoning life from them and healing Irelia.",1.0
Alistar,Pulverize,Fixed a bug where the stun particle would show over units that weren't stunned.,0.0
Amumu,Curse of the Sad Mummy,Damage reduced to 150 / 250 / 350 from 150 / 300 / 450.,1.0
Amumu,Curse of the Sad Mummy,Damage is now dealt immediately instead of over time.,1.0
Amumu,Curse of the Sad Mummy,"It is now consistent with other similar skills ( Dark Binding,  Crescendo) and will deal damage to  Black Shield.",1.0
Amumu,Curse of the Sad Mummy,Fixed a bug where it was disabling enemies for too long.,0.0
Anivia,Crystallize,Fixed a bug where it could trap champions inside for the duration.,0.0
Annie,Summon Tibbers,Tooltip cleaned up for clarity and included the damage values for Tibbers' area of effect damage.,-2.0
Cho'Gath,Rupture,Fixed a bug with the levelup tooltip that showed cooldown even though the cooldown did not change.,0.0
Corki,Valkyrie,Fixed level-up tooltip to show the effects of Corki's current cooldown reduction.,0.0
Corki,Gatling Gun,Cleaned up tooltip.,-2.0
Corki,Missile Barrage,Base damage reduced to 120 / 190 / 260 from 125 / 200 / 275.,1.0
Corki,Missile Barrage,Mana cost increased to 30 / 35 / 40 from 25 / 30 / 35.,-1.0
Corki,Missile Barrage,Big Ones bonus damage reduced to 60% from 100%.,1.0
Corki,Missile Barrage,Cleaned up tooltip.,-2.0
Fiddlesticks,Crowstorm,Now immediately applies  Dread to the surrounding area after using it.,1.0
Galio,Resolute Smite,Ability power ratio increased to 0.7 from 0.6.,1.0
Galio,Bulwark,Duration reduced to 3.5 seconds from 4.,1.0
Galio,Righteous Gust,Base damage reduced to 65 / 110 / 155 / 200 / 245 from 70 / 115 / 160 / 205 / 250.,1.0
Galio,Righteous Gust,Ability power ratio reduced to 0.65 from 0.8.,1.0
Galio,Idol of Durand,Ability power ratio decreased to 0.8 from 0.85.,1.0
Galio,Idol of Durand,Fixed a bug where its ability power ratio was inconsistent.,0.0
Galio,Idol of Durand,Fixed a bug where casting would break an enemy's spell shield and then taunt them again.,0.0
Galio,Idol of Durand,Fixed a bug where the taunt particle sometimes played on targets that blocked the taunt.,0.0
Garen,General,Reduced Garen's selection size.,-2.0
Karthus,Wall of Pain,Clarified the tooltip slightly to emphasize that target movement speeds are restored over time.,-2.0
Katarina,Death Lotus,Fixed several tooltip errors related to number of champions hit.,0.0
Kog'Maw,Bio-Arcane Barrage,Fixed a bug where it was doing more damage than intended.,0.0
Kog'Maw,Bio-Arcane Barrage,Fixed a bug where it was dealing physical damage instead of magic damage.,0.0
LeBlanc,Stats,Armor per level increased to 3.5 from 3.0.,1.0
LeBlanc,Mimic,Cooldown decreased to 40 / 35 / 30 from 40 at all ranks.,-1.0
Lux,Prismatic Barrier,Ability power ratio increased to 0.35 from 0.3.,1.0
Lux,Prismatic Barrier,Mana cost reduced to 60 from 75.,-1.0
Lux,Prismatic Barrier,Missile width increased by 22%.,-2.0
Lux,Prismatic Barrier,Fixed a bug where it was applying a lower ability power ratio than stated.,0.0
Lux,Lucent Singularity,Slow increased to 20 / 24 / 28 / 32 / 36% from 14 / 18 / 22 / 26 / 30%.,1.0
Lux,Lucent Singularity,Detonation radius increased to 350 from 300.,1.0
Lux,Lucent Singularity,Fixed a tooltip bug causing it to display the wrong values.,0.0
Lux,Finales Funkeln,Ignites and reapplies the  Illumination debuff.,1.0
Malphite,Ground Slam,Fixed a bug where it broke through spell shields and still affected the target.,0.0
Miss Fortune,Stats,Autoattack missile speed reduced to 2000 from 2250.,1.0
Miss Fortune,Strut,Fixed a bug where the bonus movement speed could go slightly above 70.,0.0
Miss Fortune,Make It Rain,Base damage reduced to 90 / 145 / 200 / 255 / 310 from 95 / 155 / 215 / 275 / 335.,1.0
Miss Fortune,Bullet Time,Lowered cone width by about 25%.,-2.0
Miss Fortune,Bullet Time,Fixed a bug where the bullets sometimes dealt too much damage.,0.0
Miss Fortune,Bullet Time,Fixed a bug where the tooltip was calculating bonus damage from attack damage incorrectly (at 45% instead of 40%).,0.0
Mordekaiser,Mace of Spades,Now has a 0.2 ability power ratio.,1.0
Mordekaiser,Mace of Spades,"Fixed a bug where it didn't gain proc effects from  Sheen,  Lich Bane, and other similar items.",0.0
Morgana,Black Shield,"Now only blocks disabling buffs (stuns, silences, taunts, blinds, slows, fears, roots, snares, and suppressions). For example,  Mark of the Assassin,  Starcall, and  Tormented Soil stats debuffs will now go through  Black Shield. The damage they deal will still be absorbed.",1.0
Nidalee,Javelin Toss,"Now can be cast out of range, and it will cast in that direction.",1.0
Nidalee,Javelin Toss,Fixed a bug where it would not hit stealthed Champions.,0.0
Rammus,Puncturing Taunt,Fixed a bug with it where the taunt particle sometimes played on targets that blocked the taunt.,0.0
Shen,Shadow Dash,Fixed a bug where the taunt particle sometimes played on targets that blocked the taunt.,0.0
Singed,Insanity Potion,Tooltip updated.,-2.0
Sion,Cryptic Gaze,Missile speed increased to 1600 from 1100.,1.0
