,champion,about,text,impact
16986,Sejuani,Glacial Prison,"Slows targets by 90%, instead if it explodes at the end of its range.",1.0
16989,Trundle,Chomp (Q),Damage adjusted to 20 / 40 / 60 / 80 / 100 (+1 / 1.05 / 1.1 / 1.15 / 1.2 attack damage) from 30 / 45 / 60 / 75 / 90 (+0.8 / 0.9 / 1 / 1.1 / 1.2 attack damage),1.0
16990,Trundle,Chomp (Q),Now slows target by 75% for 0.1 seconds on hit.,1.0
16991,Trundle,Chomp (Q),Animation speed scales with Trundle's attack speed.,1.0
16993,Trundle,Frozen Domain (W),Attack speed bonus increased to 20 / 35 / 50 / 65 / 80% from 20 / 30 / 40 / 50 / 60%.,1.0
16994,Trundle,Frozen Domain (W),Now grants 8 / 11 / 14 / 17 / 20% increased healing to Trundle.,1.0
16995,Trundle,Frozen Domain (W),No longer grants tenacity.,1.0
16997,Trundle,Pillar of Ice (E),Now interrupts channels.,1.0
16998,Trundle,Pillar of Ice (E),Duration reduced to 6 seconds from 6.5.,1.0
17000,Trundle,Subjugate (Ultimate),Damage dealt/health stolen now 20 / 22 / 24% (+2% per 100 AP) max health damage instead of 200 / 350 / 500 (+120% AP),1.0
17001,Trundle,Subjugate (Ultimate),Armor and magic resist stolen adjusted to 40% from 30%.,1.0
17002,Trundle,Subjugate (Ultimate),"Subjugate still drains half instantly and half over time. The half over time now occurs over 4 seconds, reduced from 6 seconds.",1.0
17003,Trundle,Subjugate (Ultimate),"The bonus/reduced bonus armor and magic resist now persist for 4 seconds after the drain ends, instead of expiring immediately (total duration now 8 seconds, up from 6).",1.0
17004,Brand,Pyroclasm,Now properly bounces to other targets after hitting an enemy affected by  Blaze.,1.0
17005,Corki,Missile Barrage,Fixed a bug where using Missile Barrage restarted the cooldown for gaining another missile.,0.0
17006,Dr. Mundo,Infected Cleaver,"Can be cast at any health value, but will not reduce health below 1.",1.0
17007,Dr. Mundo,Masochism,"Can be cast at any health value, but will not reduce health below 1.",1.0
17010,Ezreal,Pulsefire Ezreal,Fixed a bug where Pulsefire Ezreal would occasionally not see gold popups for some of his last hits on targets in plain view.,0.0
17011,Ezreal,Pulsefire Ezreal,Fixed a bug where Pulsefire Ezreal would play his death animation a second time if  Trueshot Barrage was leveled up while dead.,0.0
17012,Fiddlesticks,Drain,Fixed a bug where Fiddlesticks would not immediately attack his target after successfully channeling Drain.,0.0
17013,Karma,Inner Flame,Damage increased to 80 / 125 / 170 / 215 / 260 from 60 / 110 / 160 / 210 / 260.,1.0
17014,Karma,Focused Resolve,Cooldown reduced to 16 / 15 / 14 / 13 / 12 seconds from 16 / 15.5 / 15 / 14.5 / 14.,-1.0
17015,Karma,Inspire,Cooldown reduced to 10 seconds from 12.,-1.0
17016,Karma,Inspire,Movement speed bonus increased to 40 / 45 / 50 / 55 / 60% from 20 / 30 / 40 / 50 / 60%.,1.0
17017,Karma,Mantra,Cooldown reduced to 45 / 42 / 39 / 36 seconds from 45 at all ranks.,-1.0
17018,Lulu,Stats,Mana per level increased to 55 from 50.,1.0
17019,Lulu,Glitterlance,Mana cost increased to 60 / 65 / 70 / 75 / 80 from 40 / 50 / 60 / 70 / 80.,-1.0
17020,Malzahar,Call of the Void,Mana cost reduced to 80 / 85 / 90 / 95 / 100 from 80 / 90 / 100 / 110 / 120.,-1.0
17021,Malzahar,Null Zone,Mana cost reduced to 90 / 95 / 100 / 105 / 110 from 90 / 100 / 110 / 120 / 130.,-1.0
17022,Nasus,Wither,Attack speed slow amount has been halved.,1.0
17023,Nunu & Willump,Consume,No longer expends  Visionary if the target dies before Consume resolves.,-1.0
17024,Olaf,Reckless Swing,"Can be cast at any health value, but will not reduce health below 1.",1.0
17025,Quinn,Blinding Assault,Now has a 0.5 ability power ratio.,1.0
17026,Quinn,Heightened Senses,Passive as Quinn now grants 20 / 30 / 40 / 50 / 60 movement speed in addition to the attack speed bonus.,1.0
17027,Quinn,Vault,Now briefly interrupts the target.,1.0
17028,Quinn,Tag Team,Maximum movement speed bonus increased to 80 / 90 / 100% from 80% at all ranks.,1.0
17029,Quinn,Tag Team,Base movement speed bonus increased to 20 / 30 / 40% from 20% at all ranks.,1.0
17030,Quinn,Tag Team,Cooldown reduced to 140 / 110 / 80 seconds from 140 / 120 / 100.,-1.0
17032,Quinn,Tag Team,"Now can be cast 1 second after activating Tag Team, down from 2.5.",1.0
17034,Shen,Ki Strike,Fixed a bug that caused Ki Strike to be consumed when attacking wards.,0.0
17035,Sivir,Fleet of Foot,Now also grants its effect when  Boomerang Blade and  Ricochet hit enemy champions.,1.0
17036,Thresh,Death Sentence,Damage increased to 80 / 120 / 160 / 200 / 240 from 80 / 110 / 140 / 170 / 200.,1.0
17038,Thresh,Flay,Damage reduced to 65 / 95 / 125 / 155 / 185 from 65 / 105 / 145 / 185 / 225.,1.0
17039,Thresh,Flay,Now has  Death Sentence's previous passive (bonus damage on basic attacks).,1.0
17040,Thresh,Flay,Fixed a bug that caused the passive's damage to be consumed when attacking wards.,0.0
17041,Thresh,Flay,Fixed a bug where Flay sometimes dealt more damage than intended.,0.0
17042,Udyr,Tiger Stance,Active damage changed to physical instead of magic.,1.0
17043,Udyr,Tiger Stance,Active damage changed to 30 / 80 / 130 / 180 / 230 (+1.2 / 1.3 / 1.4 / 1.5 / 1.6 attack damage) from 30 / 80 / 130 / 180 / 230 (+1.5 total attack damage).,1.0
17044,Udyr,Tiger Stance,Active attack speed increased to 30 / 40 / 50 / 60 / 70% from 15 / 20 / 25 / 30 / 35%.,1.0
17045,Udyr,Tiger Stance,No longer grants attack speed as a persistent effect.,1.0
17046,Udyr,Tiger Stance,New persistent effect: Basic attacks deal 15% of his total attack damage as bonus physical damage on hit.,1.0
17047,Udyr,Bear Stance,Udyr now only dashes when stunning champions.,1.0
17048,Vayne,Condemn,Range now accurately matches her attack range.,1.0
17049,Vi,Vault Breaker,Fixed a bug that caused Vault Breaker to become uncastable after activation.,0.0
17050,Vi,Excessive Force,Can no longer be cast while charging  Vault Breaker.,1.0
17052,Zed,Living Shadow,Cooldown reduced to 18 / 17 / 16 / 15 / 14 seconds from 22 / 20.5 / 19 / 17.5 / 16.,-1.0
17053,Zed,Shadow Slash,Hitting minions and monsters no longer reduces  Living Shadow's cooldown.,-1.0
17054,Zed,Shadow Slash,"Hitting enemy champions reduces  Living Shadow's cooldown by 2 seconds, up from 1.",-1.0
17055,Akali,Mark of the Assassin,Initial damage reduced to 35 / 55 / 75 / 95 / 115 from 45 / 70 / 95 / 120 / 145.,1.0
17056,Akali,Mark of the Assassin,Mark detonation damage ability power ratio increased to 0.5 from 0.4.,1.0
17057,Akali,Shadow Dance,Essence of Shadow charge rate increased to 35 / 25 / 15 seconds from 25 / 20 / 15.,-1.0
17058,Corki,Missile Barrage,Now fires a  Big One every 3rd missile instead of every 4th.,-1.0
17059,Corki,Missile Barrage,Missile charge rate reduced to 12 / 10 / 8 seconds from 12 at all ranks.,-1.0
17060,Karma,Gathering Fire,Mantra cooldown reduction increased to 2 seconds at all levels from 1 / 1.5 / 2.,1.0
17062,Karma,Focused Resolve,Mana cost reduced to 70 / 75 / 80 / 85 / 90 from 70 / 80 / 90 / 100 / 110.,-1.0
17063,Karma,Focused Resolve,"Now applies Gathering Fire's effect on each instance of damage dealt instead of only once on initial application, but now deals damage 3 times over the duration instead of 6.",1.0
17064,Karma,Inspire,Movement Speed duration increased to 1.5 seconds from 1.25.,1.0
17065,Karma,Inspire,Fixed a bug where the tooltip stated the shield was 80 / 115 / 150 / 185 / 220 instead of its actual value of 80 / 120 / 160 / 200 / 240.,0.0
17067,Karma,Inspire,Movement Speed bonus is now always 60% instead of 20 / 30 / 40 / 50 / 60% (based on Inspire's current rank).,1.0
17068,Karma,Inspire,Ally shield / haste range increased to 700 from 600.,1.0
17069,Kayle,Divine Blessing,Cast range reduced to 900 from 1000.,1.0
17070,Kayle,Intervention,Cast range reduced to 900 from 1200.,1.0
17071,Lux,Stats,Base movement speed reduced to 330 from 340.,1.0
17072,Lux,Final Spark,Cooldown increased to 80 / 65 / 50 seconds from 80 / 60 / 40.,-1.0
17073,Morgana,Dark Binding,Mana cost reduced to 50/60/70/80/90 from 60/75/90/105/120.,-1.0
17074,Morgana,Soul Shackles,Mana cost reduced to 100 at all ranks from 100 / 150 / 200.,-1.0
17075,Nami,Tidal Wave,Range increased to 2750 from 2500.,1.0
17076,Nami,Tidal Wave,Cooldown reduced to 120 / 110 / 100 seconds from 140 / 120 / 100.,-1.0
17077,Nami,Tidal Wave,Mana cost reduced to 100 at all ranks from 100 / 150 / 200.,-1.0
17078,Nautilus,Stats,Base armor increased to 19 from 12.,1.0
17079,Nautilus,Titan's Wrath,Cooldown reduced to 22 / 21 / 20 / 19 / 18 seconds from 26 / 24 / 22 / 20 / 18.,-1.0
17080,Nunu & Willump,Absolute Zero,Cooldown reduced to 110 / 100 / 90 seconds from 150 / 120 / 90.,-1.0
17081,Nunu & Willump,Absolute Zero,Mana cost reduced to 100 from 150.,-1.0
17082,Quinn,Harrier,Valor now marks targets slightly more frequently.,1.0
17083,Quinn,Harrier,Targets are now marked more immediately when Valor lands on the target.,1.0
17084,Quinn,Vault,Quinn now lands closer to her target when using Vault from far away.,1.0
17086,Volibear,Rolling Thunder,Movement speed bonus toward champions adjusted to 30 / 35 / 40 / 45 / 50% from 45% at all ranks.,1.0
17087,Zac,Cell Division (Innate),"When any of Zac's abilities hit an enemy, a piece of him falls to the ground. Zac can pick up fallen pieces to recover health. When Zac dies he splits into four blobs. These fragments will attempt to reform over a short duration. If any survive, Zac revives with a percentage of his maximum health based on the number of remaining blobs.",1.0
17088,Zac,Stretching Strike (Q),Zac throws a two-handed punch that deals damage and slows targets in a line.,1.0
17089,Zac,Unstable Matter (W),"Zac's body explodes outward, dealing flat damage to surrounding enemies. Enemies struck also take damage based on their maximum health.",1.0
17090,Zac,Elastic Slingshot (E),"Zac is immobilized as he charges up a dash toward the target location. The range of Elastic Slingshot increases up to a cap as Zac charges the ability. Zac then fires himself towards the target location, damaging and stunning all nearby enemies upon landing.",1.0
17091,Zac,Let's Bounce! (Ultimate),"Zac bounces into the air, immediately knocking up, slowing and damaging nearby enemies. Once airborne, he bounces three times, dealing damage with each impact.",1.0
17092,Karma,Gathering Fire (Innate),Reduces Mantra's cooldown every time Karma damages an enemy with one of her abilities (Half-effect for Karma's basic-attacks).,-1.0
17093,Karma,Inner Flame (Q),"Fires a blast of energy that explodes upon enemy contact, dealing magic damage and slowing all enemies in the area.",1.0
17094,Karma,Inner Flame (Q)," Mantra Bonus - Soulflare: Deals additional magic damage and leaves a circle of flame at the impact area (or upon reaching maximum range), heavily slowing all enemies inside the circle. After a brief delay the circle erupts, dealing heavy magic damage to all enemies in the area.",1.0
17095,Karma,Focused Resolve (W),"Links Karma to target enemy champion, revealing them and dealing magic damage over 2 seconds. If the link is not broken, the enemy is rooted.",1.0
17096,Karma,Focused Resolve (W), Mantra Bonus - Renewal: Focused Resolve deals bonus magic damage over time and heals Karma for a percent of her missing health while linked to her target.,1.0
17097,Karma,Inspire (E),"Target ally gains a shield, granting movement speed for a brief duration and absorbing damage.",1.0
17098,Karma,Inspire (E)," Mantra Bonus - Defiance: The shield overflows with energy, dealing magic damage to all enemies around the shielded unit. Allied champions near the shielded unit gain half of that amount as a shield and are hasted.",1.0
17101,Akali,Twilight Shroud,Akali is now immediately stealthed when casting Twilight Shroud directly on herself.,1.0
17102,Akali,Twilight Shroud,Akali is now revealed from stealth upon casting a spell or beginning an attack rather than upon dealing damage.,1.0
17103,Akali,Twilight Shroud,Delay on re-stealthing increased by 0.15 seconds.,-1.0
17104,Anivia,Crystallize,Fixed a bug where Crystallize could stop uninterruptible movement abilities such as  Malphite's  Unstoppable Force.,0.0
17106,Draven,Spinning Axe,Now leads Draven more accurately when he is benefiting from movement speed increases.,1.0
17107,Draven,Spinning Axe,Axe drop location will no longer be placed partially inside walls/terrain.,-1.0
17108,Hecarim,Spirit of Dread,Cooldown increased to 22 / 21 / 20 / 19 / 18 seconds from 18 / 17 / 16 / 15 / 14.,-1.0
17109,Master Yi,Double Strike,Double Strike swing time now scales with Master Yi's attack speed instead of being fixed at 0.6 seconds.,1.0
17110,Master Yi,Double Strike,Fixed a bug where the second strike of Double Strike could critically hit turrets.,0.0
17111,Riven,Wind Slash,Fixed a bug where Riven could cast Wind Slash a second time after using  Zhonya's Hourglass.,0.0
17112,Rumble,Electro Harpoon,Fixed a bug where the visual effect would disappear before the actual end of the projectile.,0.0
17113,Rumble,The Equalizer,No longer deals initial impact damage but the area burn damage now starts immediately instead of after a 0.5 second delay.,1.0
17114,Rumble,The Equalizer,Burn damage per second increased to 130 / 185 / 240 (+0.3 Ability Power) from 100 / 140 / 180 (+0.2 Ability Power) (total damage dealt across the full duration is unchanged).,1.0
17115,Trundle,Pillar of Filth,Fixed a bug where Pillar of Filth could stop uninterruptible movement abilities such as  Malphite's  Unstoppable Force.,0.0
17116,Udyr,Stats,Mana cost of all stances decreased to 47 / 44 / 41 / 38 / 35 from 55 / 50 / 45 / 40 / 35.,-1.0
17117,Udyr,Monkey's Agility,Now grants 5 movement speed per stack instead of 4% bonus armor and magic resistance.,1.0
17118,Udyr,Turtle Stance,No longer returns mana when dealing damage.,1.0
17119,Udyr,Turtle Stance,Shield increased to 60 / 100 / 140 / 180 / 220 from 60 / 95 / 130 / 165 / 200.,1.0
17120,Udyr,Turtle Stance,Udyr can now critically strike in Turtle Stance.,1.0
17121,Udyr,Bear Stance,Udyr now ignores unit collision while the movement speed bonus is active.,1.0
17122,Udyr,Bear Stance,Udyr now performs a slight dash toward his target on stunning attacks while the movement speed is active.,1.0
17123,Udyr,Bear Stance,Bear stance attacks can no longer be self-interrupted mid-attack.,1.0
17124,Udyr,Bear Stance,Movement speed increased to 15 / 20 / 25 / 30 / 35% from 15 / 18 / 21 / 24 / 27%.,1.0
17125,Udyr,Bear Stance,Movement speed duration reduced to 2 / 2.25 / 2.5 / 2.75 / 3 seconds from 2 / 2.5 / 3 / 3.5 / 4.,1.0
17126,Udyr,Phoenix Stance,First attack after activating Phoenix Stance now immediately procs the fire cone in addition to every 3rd attack.,1.0
17127,Udyr,Phoenix Stance,No longer grants bonus ability power and attack damage when activated.,1.0
17128,Udyr,Phoenix Stance,Ability power ratio on the fire cone increased to 0.45 from 0.15.,1.0
17132,Zed,Living Shadow,Fixed a bug where Living Shadow would sometimes cast in a random direction.,0.0
17133,Elise,Neurotoxin,Cast range reduced to 625 from 650.,1.0
17134,Elise,Neurotoxin,Damage reduced to 40 / 80 / 120 / 160 / 200 from 50 / 95 / 140 / 185 / 230.,1.0
17135,Elise,Venomous Bite,Damage increased to 60 / 110 / 160 / 210 / 260 from 50 / 95 / 140 / 185 / 230.,1.0
17136,Janna,Howling Gale,Fixed a bug where the knockup duration was not increasing based on charge time.,0.0
17137,Janna,Howling Gale,Knockup duration when fully charged increased to 1 second from 0.75.,1.0
17138,Jarvan IV,Golden Aegis,Shield amount per nearby enemy champion increased to 20 / 30 / 40 / 50 / 60 from 20 / 25 / 30 / 35 / 40.,1.0
17139,Jarvan IV,Golden Aegis,Mana cost reduced to 45 / 50 / 55 / 60 / 65 from 65 at all ranks.,-1.0
17140,Jarvan IV,Demacian Standard,Active no longer grants bonus armor.,1.0
17142,Nami,Tidecaller's Blessing,Duration increased to 6 seconds from 5.,1.0
17143,Singed,Fling,Damage reduced to 80 / 125 / 170 / 215 / 260 from 100 / 150 / 200 / 250 / 300.,1.0
17144,Singed,Fling,Ability power ratio reduced to 0.75 from 1.0.,1.0
17145,Singed,Insanity Potion,No longer reduces the duration of disables.,1.0
17146,Taric,Shatter,Damage reduced to 50 / 90 / 130 / 170 / 210 from 60 / 105 / 150 / 190 / 240.,1.0
17147,Taric,Shatter,Armor damage ratio reduced to 20% from 30%.,1.0
17148,Taric,Dazzle,Stun duration adjusted to 1.2 / 1.3 / 1.4 / 1.5 / 1.6 seconds from 1.5 at all ranks.,1.0
17149,Quinn,Harrier (Passive),Valor periodically marks enemies as Vulnerable. Quinn's first attack against Vulnerable targets will deal bonus physical damage.,1.0
17150,Quinn,Blinding Assault (Q),"Quinn sends Valor forth in a straight line skillshot. Valor stops at the first enemy struck, damaging and briefly blinding all nearby enemies.",1.0
17151,Quinn,Blinding Assault (Q), Tag Team: Valor damages and blinds all nearby enemies.,1.0
17152,Quinn,Heightened Senses (W),(Passive): Attacking a Vulnerable target will increase Quinn's attack speed for a few seconds.,1.0
17153,Quinn,Heightened Senses (W),"(Active): Valor rushes to the skies, revealing a large area around Quinn, including all brush and non-stealthed units.",1.0
17155,Quinn,Heightened Senses (W),(Passive): Valor gains a large amount of attack speed permanently.,1.0
17156,Quinn,Heightened Senses (W),"(Active): Valor reveals a large area around him, including brush and non-stealthed units.",1.0
17157,Quinn,Vault (E),"Quinn dashes to an enemy, dealing damage and slowing them briefly. She then kicks back off her target, landing near her maximum attack range.",1.0
